ID,age,seen
19750672,20,NO
19751035,20,NO
19751052,20,NO
19751166,20,NO
19751191,20,NO
19751205,20,YES
19751213,20,YES
19751399,20,NO
19751424,20,NO
19751443,20,NO
19751461,20,NO
19751493,20,YES
19751554,20,YES
19751625,20,YES
19751630,20,YES
19751655,20,NO
19751742,20,NO
19760025,20,NO
19760076,20,YES
19760099,20,NO
19760141,20,NO
19760156,20,NO
19760165,20,NO
19760406,20,YES
19760435,20,NO
19760438,20,YES
19760448,20,YES
19760460,20,YES
19761085,20,NO
19761125,20,NO
19761207,20,NO
19761231,20,NO
19761235,20,YES
19761241,20,NO
19761291,20,NO
19761348,20,NO
19761372,20,YES
19761416,20,YES
19761431,20,YES
19761461,20,NO
19761474,20,YES
19761482,20,YES
19761571,20,YES
19761578,20,NO
19761586,20,YES
19761601,20,YES
19761620,20,NO
19761676,20,NO
19761711,20,YES
19780035,20,NO
19780072,20,NO
19780135,20,NO
19780178,20,NO
19780197,20,NO
19780199,20,YES
19780288,20,YES
19780295,20,YES
19780332,20,NO
19780439,20,NO
19780440,20,NO
19780444,20,NO
19780498,20,YES
19780610,20,YES
19780793,20,NO
19780811,20,NO
19780882,20,NO
19780884,20,NO
19780916,20,NO
19781018,20,NO
19781117,20,NO
19781164,20,NO
19781169,20,NO
19781189,20,YES
19781236,20,NO
19781349,20,NO
19781365,20,NO
19781368,20,YES
19800033,20,NO
19800257,20,NO
19800308,20,YES
19800354,20,NO
19800467,20,YES
19800471,20,NO
19800532,20,NO
19800557,20,NO
19800631,20,YES
19800674,20,YES
19800724,20,YES
19800837,20,NO
19800871,20,NO
19800876,20,NO
19800881,20,YES
19800926,20,NO
19800972,20,NO
19801021,20,NO
19801069,20,NO
19801073,20,YES
19801127,20,NO
19801144,20,NO
19801316,20,NO
19801368,20,NO
19801411,20,NO
19801465,20,NO
19830029,20,YES
19830345,20,NO
19830524,20,YES
19830529,20,NO
19830530,20,NO
19830670,20,NO
19830808,20,NO
19831042,20,YES
19831201,20,NO
19831207,20,NO
19831298,20,YES
19831581,20,YES
19840021,20,YES
19840058,20,YES
19840109,20,NO
19840175,20,YES
19840203,20,NO
19840272,20,YES
19840286,20,YES
19840358,20,NO
19840379,20,NO
19840560,20,NO
19840574,20,NO
19840657,20,NO
19840690,20,NO
19840709,20,NO
19840724,20,YES
19840773,20,NO
19840875,20,NO
19840883,20,NO
19841201,20,YES
19841258,20,NO
19841268,20,NO
19841418,20,YES
19841446,20,NO
19860028,20,YES
19860162,20,NO
19860274,20,NO
19860323,20,NO
19860341,20,YES
19860344,20,YES
19860365,20,NO
19860375,20,NO
19860414,20,YES
19860419,20,NO
19860579,20,YES
19860707,20,NO
19860805,20,NO
19860890,20,YES
19860938,20,NO
19860951,20,NO
19861259,20,YES
19861321,20,NO
19861388,20,YES
19870017,20,NO
19870021,20,YES
19870074,20,NO
19870090,20,YES
19870105,20,NO
19870125,20,YES
19870330,20,NO
19870386,20,YES
19870456,20,NO
19870657,20,YES
19870682,20,NO
19870722,20,NO
19870868,20,NO
19870948,20,YES
19871237,20,NO
19871375,20,YES
19872052,20,NO
19872060,20,YES
19872098,20,YES
19872176,20,YES
19872185,20,NO
19872286,20,NO
19872303,20,YES
19872348,20,YES
19880089,20,NO
19880094,20,YES
19880580,20,YES
19880699,20,YES
19880727,20,YES
19880735,20,NO
19880826,20,NO
19880969,20,YES
19881035,20,NO
19881148,20,NO
19881151,20,YES
19881165,20,YES
19881226,20,NO
19881324,20,YES
19881399,20,NO
19881444,20,YES
19881458,20,YES
19890100,20,NO
19890151,20,NO
19890251,20,YES
19890462,20,NO
19890678,20,YES
19890697,20,YES
19890799,20,NO
19890800,20,YES
19890832,20,NO
19890905,20,YES
19891038,20,NO
19891162,20,YES
19891170,20,NO
19891207,20,NO
19891345,20,NO
19900097,20,YES
19900155,20,NO
19900205,20,YES
19900557,20,NO
19900560,20,NO
19900652,20,YES
19900863,20,NO
19900891,20,NO
19900945,20,NO
19901021,20,NO
19901053,20,NO
19901055,20,YES
19910089,20,YES
19910170,20,YES
19910243,20,NO
19910405,20,NO
19910714,20,YES
19910817,20,NO
19910967,20,NO
19911055,20,NO
19911180,20,NO
19911202,20,YES
19911420,20,NO
19930046,20,NO
19930054,20,NO
19930257,20,YES
19930511,20,YES
19930602,20,NO
19930667,20,NO
19930770,20,YES
19931098,20,NO
19931127,20,NO
19931407,20,YES
19931511,20,YES
19931520,20,NO
19940265,20,YES
19940310,20,YES
19940424,20,YES
19941904,20,NO
19942388,20,YES
19942614,20,NO
19960045,20,YES
19960156,20,NO
19960305,20,NO
19960667,20,YES
19960892,20,NO
19960897,20,YES
19961063,20,NO
19961107,20,NO
19961206,20,NO
19961291,20,YES
19961302,20,YES
19961322,20,NO
19961519,20,NO
19961609,20,YES
19961869,20,NO
19961872,20,NO
19961976,20,YES
19962118,20,NO
19962132,20,NO
19962244,20,YES
19962342,20,NO
19962405,20,NO
19962439,20,NO
19962450,20,YES
19962575,20,NO
19980015,20,YES
19980383,20,YES
19980538,20,NO
19980704,20,NO
19980759,20,NO
19980856,20,NO
19980954,20,NO
19981010,20,NO
19981044,20,NO
19981301,20,NO
19981435,20,NO
19981460,20,NO
19981497,20,NO
19981499,20,YES
19981604,20,NO
19981719,20,YES
19981799,20,NO
19981963,20,YES
19982050,20,NO
19982245,20,NO
19982258,20,YES
19982317,20,YES
19982529,20,YES
19982779,20,NO
19982832,20,YES
20000051,20,YES
20000215,20,NO
20000246,20,NO
20000418,20,NO
20000477,20,YES
20000744,20,YES
20000757,20,YES
20000786,20,NO
20000901,20,YES
20000913,20,YES
20000933,20,YES
20001123,20,YES
20001728,20,NO
20001898,20,NO
20001906,20,NO
20001908,20,YES
20001911,20,NO
20001912,20,NO
20002115,20,NO
20002141,20,NO
20002202,20,NO
20002305,20,NO
20002360,20,YES
20002374,20,YES
20002532,20,NO
20002623,20,NO
20002807,20,YES
20002811,20,NO
20020047,20,YES
20020628,20,NO
20020734,20,NO
20021122,20,YES
20021351,20,NO
20021510,20,YES
20021739,20,NO
20021962,20,NO
20022033,20,NO
20022283,20,YES
20022694,20,YES
20040024,20,NO
20040213,20,NO
20040228,20,NO
20040500,20,YES
20040513,20,NO
20040738,20,NO
20040739,20,NO
20040926,20,YES
20041048,20,NO
20041178,20,YES
20041732,20,YES
20041794,20,YES
20041870,20,NO
20041891,20,YES
20042167,20,NO
20042648,20,NO
19730077,21,NO
19730090,21,NO
19730137,21,YES
19730141,21,NO
19730177,21,YES
19730250,21,NO
19730265,21,NO
19730301,21,NO
19730378,21,YES
19730413,21,YES
19730444,21,NO
19730453,21,YES
19730496,21,NO
19730533,21,YES
19730546,21,NO
19730547,21,NO
19730691,21,YES
19730693,21,YES
19730708,21,NO
19730757,21,NO
19730772,21,YES
19730783,21,NO
19730812,21,YES
19730912,21,YES
19730957,21,YES
19730969,21,YES
19730979,21,YES
19731223,21,YES
19731225,21,YES
19731232,21,YES
19731254,21,NO
19731340,21,YES
19750044,21,NO
19750139,21,YES
19750171,21,NO
19750185,21,YES
19750237,21,NO
19750316,21,NO
19750486,21,NO
19750519,21,YES
19750524,21,NO
19750691,21,NO
19750729,21,NO
19751125,21,YES
19751190,21,YES
19751215,21,NO
19751219,21,YES
19751321,21,NO
19751391,21,NO
19751431,21,NO
19751483,21,YES
19751498,21,NO
19751560,21,YES
19751600,21,NO
19751631,21,NO
19751728,21,NO
19751741,21,YES
19751748,21,YES
19760158,21,NO
19760189,21,YES
19760378,21,NO
19760496,21,YES
19760501,21,YES
19760571,21,NO
19760625,21,NO
19761006,21,NO
19761016,21,NO
19761033,21,NO
19761064,21,NO
19761071,21,NO
19761120,21,NO
19761159,21,YES
19761166,21,YES
19761219,21,NO
19761233,21,YES
19761236,21,NO
19761281,21,NO
19761330,21,YES
19761366,21,YES
19761491,21,NO
19761506,21,NO
19761526,21,YES
19761556,21,NO
19761566,21,NO
19761654,21,YES
19761684,21,NO
19780010,21,YES
19780061,21,NO
19780069,21,NO
19780183,21,NO
19780184,21,NO
19780189,21,NO
19780193,21,NO
19780279,21,YES
19780290,21,NO
19780323,21,YES
19780337,21,NO
19780436,21,NO
19780543,21,NO
19780556,21,NO
19780649,21,NO
19780737,21,NO
19780747,21,YES
19780813,21,NO
19780845,21,NO
19780935,21,YES
19780994,21,NO
19781132,21,NO
19781157,21,YES
19781177,21,NO
19781178,21,YES
19781200,21,YES
19781290,21,YES
19781299,21,NO
19781340,21,NO
19781408,21,NO
19781416,21,YES
19781470,21,YES
19800236,21,NO
19800259,21,NO
19800326,21,NO
19800358,21,YES
19800363,21,NO
19800438,21,NO
19800440,21,NO
19800446,21,NO
19800476,21,NO
19800486,21,NO
19800605,21,YES
19800606,21,NO
19800620,21,NO
19800694,21,NO
19800697,21,NO
19800709,21,NO
19800832,21,NO
19800833,21,NO
19800888,21,YES
19800939,21,NO
19801058,21,NO
19801164,21,NO
19801183,21,NO
19801186,21,NO
19801188,21,NO
19801205,21,YES
19801211,21,NO
19801217,21,NO
19801334,21,YES
19801403,21,NO
19801439,21,NO
19830075,21,NO
19830223,21,YES
19830284,21,NO
19830286,21,YES
19830394,21,NO
19830399,21,NO
19830486,21,NO
19830525,21,NO
19830528,21,NO
19830580,21,NO
19830645,21,YES
19830680,21,NO
19830837,21,NO
19830866,21,YES
19831112,21,YES
19831180,21,NO
19831181,21,NO
19831221,21,NO
19831314,21,NO
19831349,21,NO
19831405,21,YES
19840048,21,YES
19840152,21,NO
19840335,21,YES
19840336,21,YES
19840351,21,NO
19840369,21,YES
19840386,21,NO
19840393,21,NO
19840403,21,NO
19840411,21,YES
19840421,21,YES
19840482,21,YES
19840540,21,YES
19840554,21,NO
19840593,21,NO
19840625,21,NO
19840651,21,NO
19840674,21,NO
19840711,21,YES
19840792,21,NO
19840843,21,YES
19840874,21,YES
19840926,21,YES
19840959,21,NO
19840975,21,NO
19840983,21,NO
19841000,21,YES
19841038,21,NO
19841132,21,NO
19841202,21,NO
19841218,21,YES
19841273,21,YES
19841315,21,YES
19841383,21,NO
19841392,21,YES
19841400,21,YES
19841442,21,NO
19860130,21,NO
19860199,21,YES
19860243,21,YES
19860273,21,NO
19860297,21,YES
19860510,21,NO
19860610,21,NO
19860623,21,YES
19860644,21,YES
19860728,21,YES
19860753,21,NO
19860771,21,NO
19860851,21,YES
19860893,21,NO
19861012,21,NO
19861157,21,YES
19861232,21,YES
19861261,21,NO
19861270,21,NO
19861290,21,NO
19861294,21,NO
19861295,21,NO
19870011,21,YES
19870069,21,YES
19870110,21,YES
19870140,21,NO
19870516,21,NO
19870521,21,YES
19870543,21,YES
19870575,21,NO
19870700,21,YES
19870741,21,YES
19870752,21,NO
19870791,21,YES
19870853,21,NO
19870865,21,NO
19870871,21,YES
19871020,21,NO
19871053,21,NO
19871236,21,YES
19871265,21,YES
19871296,21,YES
19871376,21,NO
19871379,21,YES
19871401,21,NO
19872088,21,NO
19872096,21,YES
19872151,21,YES
19872212,21,YES
19872287,21,NO
19872288,21,YES
19872330,21,YES
19872350,21,YES
19880058,21,NO
19880087,21,NO
19880149,21,YES
19880303,21,YES
19880516,21,YES
19880534,21,YES
19880570,21,YES
19880607,21,YES
19880714,21,NO
19880806,21,NO
19880832,21,YES
19881112,21,NO
19881429,21,NO
19881449,21,YES
19881452,21,YES
19881457,21,NO
19890114,21,NO
19890192,21,NO
19890193,21,NO
19890358,21,NO
19890468,21,YES
19890473,21,YES
19890537,21,NO
19890550,21,YES
19890774,21,YES
19890863,21,NO
19890880,21,NO
19890911,21,YES
19891108,21,NO
19891129,21,NO
19891372,21,NO
19891400,21,YES
19891427,21,YES
19891442,21,NO
19891444,21,NO
19891511,21,YES
19900119,21,YES
19900489,21,NO
19900561,21,NO
19900562,21,NO
19900571,21,YES
19900718,21,NO
19900724,21,YES
19900734,21,NO
19900915,21,NO
19900922,21,YES
19910044,21,NO
19910200,21,NO
19910201,21,YES
19910202,21,NO
19910203,21,NO
19910307,21,NO
19910427,21,YES
19910542,21,YES
19910803,21,YES
19910816,21,NO
19910831,21,NO
19910904,21,YES
19911028,21,YES
19911034,21,YES
19911068,21,NO
19911095,21,NO
19911142,21,NO
19911242,21,NO
19911323,21,YES
19911418,21,NO
19911421,21,YES
19911433,21,YES
19930258,21,NO
19930307,21,NO
19930334,21,NO
19930348,21,YES
19930485,21,NO
19930529,21,NO
19930631,21,NO
19930677,21,NO
19930736,21,NO
19931106,21,NO
19931154,21,NO
19931208,21,NO
19931304,21,NO
19931420,21,NO
19931532,21,NO
19931574,21,NO
19940005,21,NO
19940055,21,NO
19940093,21,YES
19940212,21,YES
19941133,21,YES
19941598,21,NO
19942063,21,NO
19942183,21,NO
19942285,21,YES
19942447,21,NO
19942749,21,YES
19942882,21,NO
19942949,21,YES
19960102,21,YES
19960493,21,NO
19960541,21,YES
19960879,21,NO
19960940,21,NO
19961004,21,YES
19961179,21,NO
19961229,21,NO
19961497,21,NO
19961505,21,YES
19961732,21,NO
19961756,21,NO
19961954,21,YES
19961957,21,NO
19961965,21,NO
19962185,21,YES
19962357,21,NO
19962458,21,NO
19962459,21,YES
19962549,21,NO
19962618,21,YES
19962706,21,YES
19962800,21,YES
19962809,21,YES
19980103,21,NO
19980611,21,NO
19980794,21,NO
19980983,21,YES
19981037,21,YES
19981190,21,YES
19981198,21,YES
19981257,21,YES
19981305,21,NO
19981353,21,NO
19981490,21,YES
19981563,21,NO
19981580,21,YES
19981639,21,NO
19981648,21,NO
19981862,21,YES
19981946,21,NO
19981947,21,NO
19981948,21,YES
19981966,21,YES
19981982,21,NO
19982177,21,NO
19982619,21,YES
19982670,21,NO
19982713,21,YES
19982728,21,YES
19982758,21,YES
20000060,21,NO
20000222,21,NO
20000551,21,NO
20000563,21,NO
20000777,21,YES
20001006,21,YES
20001016,21,YES
20001020,21,NO
20001043,21,NO
20001156,21,NO
20001382,21,YES
20001426,21,NO
20001713,21,YES
20001732,21,NO
20001894,21,NO
20002155,21,NO
20002277,21,YES
20002278,21,NO
20002329,21,YES
20002563,21,YES
20002572,21,YES
20002622,21,NO
20002758,21,NO
20020101,21,YES
20020105,21,YES
20020466,21,NO
20020517,21,NO
20020691,21,YES
20020710,21,YES
20020981,21,NO
20021198,21,YES
20021395,21,NO
20021399,21,YES
20021461,21,YES
20021642,21,YES
20022236,21,NO
20022277,21,NO
20022591,21,NO
20040145,21,YES
20040219,21,YES
20040754,21,YES
20040867,21,YES
20040913,21,NO
20041047,21,YES
20041179,21,YES
20041384,21,YES
20041461,21,YES
20041662,21,YES
20041704,21,YES
20042129,21,YES
19730051,22,YES
19730076,22,YES
19730105,22,YES
19730170,22,NO
19730175,22,NO
19730180,22,NO
19730182,22,YES
19730221,22,YES
19730273,22,YES
19730280,22,YES
19730323,22,YES
19730350,22,YES
19730357,22,NO
19730361,22,YES
19730497,22,YES
19730587,22,NO
19730602,22,YES
19730623,22,NO
19730634,22,YES
19730697,22,YES
19730724,22,YES
19730746,22,YES
19730793,22,YES
19730795,22,YES
19730806,22,YES
19730850,22,NO
19730881,22,NO
19730906,22,YES
19730947,22,NO
19730962,22,NO
19730990,22,NO
19730999,22,NO
19731022,22,NO
19731040,22,NO
19731076,22,NO
19731226,22,NO
19731266,22,YES
19731267,22,YES
19731281,22,NO
19731465,22,YES
19731468,22,YES
19731470,22,NO
19750048,22,NO
19750062,22,NO
19750191,22,YES
19750246,22,NO
19750395,22,YES
19750422,22,YES
19750426,22,NO
19750457,22,NO
19750507,22,YES
19750542,22,NO
19750621,22,NO
19750674,22,NO
19751051,22,YES
19751075,22,YES
19751121,22,NO
19751128,22,YES
19751131,22,NO
19751189,22,NO
19751267,22,NO
19751277,22,YES
19751332,22,NO
19751400,22,YES
19751403,22,NO
19751549,22,YES
19751577,22,YES
19751587,22,YES
19751615,22,YES
19751633,22,YES
19751635,22,NO
19751708,22,YES
19751752,22,YES
19760182,22,NO
19760298,22,YES
19760305,22,NO
19760328,22,NO
19760398,22,YES
19760436,22,NO
19760446,22,NO
19760494,22,NO
19760647,22,NO
19760682,22,YES
19760734,22,NO
19760736,22,YES
19761024,22,NO
19761026,22,YES
19761055,22,NO
19761056,22,YES
19761065,22,NO
19761136,22,YES
19761141,22,NO
19761248,22,NO
19761249,22,NO
19761396,22,YES
19761495,22,NO
19761595,22,NO
19761636,22,NO
19761668,22,NO
19780034,22,NO
19780058,22,NO
19780059,22,NO
19780060,22,NO
19780225,22,NO
19780236,22,NO
19780281,22,NO
19780431,22,NO
19780435,22,NO
19780487,22,YES
19780523,22,YES
19780528,22,NO
19780582,22,NO
19780805,22,NO
19780841,22,NO
19780989,22,YES
19781042,22,NO
19781066,22,YES
19781074,22,YES
19781091,22,NO
19781120,22,NO
19781137,22,NO
19781188,22,NO
19781207,22,NO
19781337,22,YES
19781423,22,NO
19781502,22,YES
19781504,22,NO
19781509,22,NO
19800034,22,NO
19800103,22,NO
19800108,22,NO
19800113,22,NO
19800116,22,NO
19800144,22,NO
19800179,22,NO
19800205,22,YES
19800215,22,YES
19800260,22,YES
19800272,22,YES
19800301,22,NO
19800302,22,YES
19800328,22,NO
19800393,22,NO
19800447,22,YES
19800543,22,NO
19800581,22,NO
19800660,22,YES
19800687,22,NO
19800710,22,NO
19800713,22,NO
19800776,22,YES
19800797,22,NO
19800821,22,NO
19800831,22,NO
19800891,22,YES
19800892,22,NO
19800945,22,YES
19800956,22,NO
19801003,22,YES
19801106,22,NO
19801199,22,NO
19801219,22,NO
19801325,22,NO
19801346,22,NO
19801348,22,NO
19801351,22,NO
19830016,22,YES
19830030,22,NO
19830138,22,NO
19830170,22,NO
19830307,22,NO
19830318,22,NO
19830386,22,YES
19830592,22,YES
19830654,22,NO
19830690,22,NO
19830716,22,NO
19830730,22,NO
19830746,22,NO
19830750,22,YES
19830769,22,NO
19830830,22,NO
